uid,level,topic,subtopic,skill,format,difficulty,time_s,stem_tex,answer_tex,distractors_tex,figure_url,tags,status,language,source_file
FR5ESI010,5e,fractions,simplification,irreductible,QCM,2,50,Simplifier : \frac{11}{17},\frac{11}{17},\frac{1}{17}|\frac{17}{11}|\frac{11}{34},,flash;fractions;irreductible,validé,fr,fractions_simplification.csv
FR5ESI011,5e,fractions,simplification,grande,QCM,3,70,Simplifier : \frac{45}{60},\frac{3}{4},\frac{9}{12}|\frac{15}{20}|\frac{4}{5},,flash;fractions;pgcd15,validé,fr,fractions_simplification.csv
FR5ESI012,5e,fractions,simplification,grande,QCM,3,70,Simplifier : \frac{56}{72},\frac{7}{9},\frac{8}{9}|\frac{14}{18}|\frac{28}{36},,flash;fractions;pgcd8,validé,fr,fractions_simplification.csv
FR5ESI013,5e,fractions,simplification,grande,QCM,3,70,Simplifier : \frac{63}{84},\frac{3}{4},\frac{9}{12}|\frac{7}{12}|\frac{6}{8},,flash;fractions;pgcd21,validé,fr,fractions_simplification.csv
FR5ESI014,5e,fractions,simplification,piege_equivalent,QCM,3,70,Simplifier : \frac{8}{12},\frac{2}{3},\frac{4}{6}|\frac{6}{9}|\frac{8}{24},,flash;fractions;equivalent,validé,fr,fractions_simplification.csv
FR5ESI015,5e,fractions,simplification,piege_irreductible,QCM,3,70,Simplifier : \frac{17}{19},\frac{17}{19},\frac{1}{19}|\frac{19}{17}|\frac{17}{38},,flash;fractions;irreductible,validé,fr,fractions_simplification.csv
REL5E001,5e,nombres_relatifs,addition,calcul,QCM,1,20,Calculer : $(-7) + (+12)$,$5$,$-5$|$19$|$-19$,,flash;relatifs;addition,validé,fr,nombres_relatifs.csv
REL5E002,5e,nombres_relatifs,addition,calcul,QCM,1,20,Calculer : $(+8) + (-3)$,$5$,$-5$|$11$|$-11$,,flash;relatifs;addition,validé,fr,nombres_relatifs.csv
REL5E003,5e,nombres_relatifs,addition,calcul,QCM,1,25,Calculer : $(-4) + (-9)$,$-13$,$13$|$-5$|$5$,,flash;relatifs;addition,validé,fr,nombres_relatifs.csv
REL5E004,5e,nombres_relatifs,soustraction,calcul,QCM,2,30,Calculer : $(+6) - (+10)$,$-4$,$4$|$16$|$-16$,,flash;relatifs;soustraction,validé,fr,nombres_relatifs.csv
REL5E005,5e,nombres_relatifs,soustraction,calcul,QCM,2,30,Calculer : $(-5) - (+7)$,$-12$,$12$|$2$|$-2$,,flash;relatifs;soustraction,validé,fr,nombres_relatifs.csv
REL5E006,5e,nombres_relatifs,soustraction,calcul,QCM,2,30,Calculer : $(+3) - (-8)$,$11$,$-11$|$-5$|$5$,,flash;relatifs;soustraction,validé,fr,nombres_relatifs.csv
REL5E007,5e,nombres_relatifs,soustraction,calcul,QCM,2,35,Calculer : $(-9) - (-4)$,$-5$,$5$|$-13$|$13$,,flash;relatifs;soustraction,validé,fr,nombres_relatifs.csv
REL5E008,5e,nombres_relatifs,addition,calcul,QCM,1,20,Calculer : $15 + (-8)$,$7$,$-7$|$23$|$-23$,,flash;relatifs;addition_simplifiee,validé,fr,nombres_relatifs.csv
REL5E009,5e,nombres_relatifs,addition,calcul,QCM,1,20,Calculer : $-12 + 5$,$-7$,$7$|$-17$|$17$,,flash;relatifs;addition_simplifiee,validé,fr,nombres_relatifs.csv
REL5E010,5e,nombres_relatifs,soustraction,calcul,QCM,2,30,Calculer : $4 - (-6)$,$10$,$-10$|$-2$|$2$,,flash;relatifs;soustraction_simplifiee,validé,fr,nombres_relatifs.csv
REL5E011,5e,nombres_relatifs,operations_successives,calcul,QCM,2,45,Calculer : $(-3) + 7 + (-2)$,$2$,$-2$|$12$|$-12$,,flash;relatifs;operations_successives,validé,fr,nombres_relatifs.csv
REL5E012,5e,nombres_relatifs,operations_successives,calcul,QCM,2,45,Calculer : $8 - 5 - 6$,$-3$,$3$|$-19$|$19$,,flash;relatifs;operations_successives,validé,fr,nombres_relatifs.csv
REL5E013,5e,nombres_relatifs,operations_successives,calcul,QCM,3,60,Calculer : $-4 + 9 - 7 + 2$,$0$,$-18$|$18$|$22$,,flash;relatifs;operations_successives,validé,fr,nombres_relatifs.csv
REL5E014,5e,nombres_relatifs,addition,calcul,QCM,1,25,Calculer : $(-6) + (+6)$,$0$,$12$|$-12$|$36$,,flash;relatifs;opposes,validé,fr,nombres_relatifs.csv
REL5E015,5e,nombres_relatifs,comparaison,connaissance,QCM,2,30,Quel est le plus petit nombre ?,$-8$,$-3$|$0$|$5$,,flash;relatifs;comparaison,validé,fr,nombres_relatifs.csv
REL5E016,5e,nombres_relatifs,addition,calcul,QCM,1,20,Calculer : $0 + (-11)$,$-11$,$11$|$0$|$-22$,,flash;relatifs;element_neutre,validé,fr,nombres_relatifs.csv
REL5E017,5e,nombres_relatifs,soustraction,calcul,QCM,2,35,Calculer : $(-2) - (-2)$,$0$,$-4$|$4$|$-2$,,flash;relatifs;soustraction_meme,validé,fr,nombres_relatifs.csv
REL5E018,5e,nombres_relatifs,operations_successives,calcul,QCM,3,50,Calculer : $-1 - 3 + 8 - 2$,$2$,$-2$|$14$|$-8$,,flash;relatifs;operations_successives,validé,fr,nombres_relatifs.csv
REL5E019,5e,nombres_relatifs,addition,calcul,QCM,1,25,Calculer : $(-15) + (+9)$,$-6$,$6$|$-24$|$24$,,flash;relatifs;addition,validé,fr,nombres_relatifs.csv
REL5E020,5e,nombres_relatifs,soustraction,calcul,QCM,2,40,Calculer : $7 - 12 + 3$,$-2$,$2$|$-22$|$22$,,flash;relatifs;operations_successives,validé,fr,nombres_relatifs.csv
AR3E016,3e,arithmetique,decomposition,calcul,QCM,2,40,Décomposer 30 en produit de facteurs premiers.,2 × 3 × 5,2 × 15|3 × 10|5 × 6,,flash;arithmetique;decomposition,à valider,fr,arithmetique.csv
AR3E017,3e,arithmetique,decomposition,calcul,QCM,2,40,Décomposer 42 en produit de facteurs premiers.,2 × 3 × 7,6 × 7|2 × 21|3 × 14,,flash;arithmetique;decomposition,à valider,fr,arithmetique.csv
AR3E018,3e,arithmetique,decomposition,calcul,QCM,2,40,Décomposer 60 en produit de facteurs premiers.,2 × 2 × 3 × 5,2 × 30|3 × 20|4 × 15,,flash;arithmetique;decomposition,à valider,fr,arithmetique.csv
AR3E019,3e,arithmetique,decomposition,calcul,QCM,2,40,Décomposer 84 en produit de facteurs premiers.,2 × 2 × 3 × 7,2 × 42|3 × 28|4 × 21,,flash;arithmetique;decomposition,à valider,fr,arithmetique.csv
AR3E020,3e,arithmetique,decomposition,calcul,QCM,2,40,Décomposer 105 en produit de facteurs premiers.,3 × 5 × 7,5 × 21|3 × 35|7 × 15,,flash;arithmetique;decomposition,à valider,fr,arithmetique.csv
AR3E021,3e,arithmetique,decomposition,calcul,QCM,2,40,Décomposer 72 en produit de facteurs premiers.,2 × 2 × 2 × 3 × 3,2 × 36|3 × 24|4 × 18,,flash;arithmetique;decomposition,à valider,fr,arithmetique.csv
AR3E022,3e,arithmetique,decomposition,calcul,QCM,2,40,Décomposer 90 en produit de facteurs premiers.,2 × 3 × 3 × 5,2 × 45|3 × 30|5 × 18,,flash;arithmetique;decomposition,à valider,fr,arithmetique.csv
AR3E023,3e,arithmetique,decomposition,calcul,QCM,2,40,Décomposer 100 en produit de facteurs premiers.,2 × 2 × 5 × 5,2 × 50|4 × 25|5 × 20,,flash;arithmetique;decomposition,à valider,fr,arithmetique.csv
AR3E001,3e,arithmetique,divisibilité,calcul,QCM,1,30,Le nombre 42 est-il divisible par 3 ?,Oui,Non|Seulement par 2|Seulement par 7,,flash;arithmetique;divisibilite,à valider,fr,arithmetique.csv
AR3E002,3e,arithmetique,divisibilité,calcul,QCM,1,30,Le nombre 75 est-il divisible par 5 ?,Oui,Non|Seulement par 3|Seulement par 15,,flash;arithmetique;divisibilite,à valider,fr,arithmetique.csv
AR3E003,3e,arithmetique,PGCD,calcul,QCM,2,40,Quel est le PGCD de 18 et 24 ?,6,3|12|9,,flash;arithmetique;pgcd,à valider,fr,arithmetique.csv
AR3E005,3e,arithmetique,premiers,calcul,QCM,2,35,Le nombre 17 est-il premier ?,Oui,Non|Seulement divisible par 2|Seulement divisible par 3,,flash;arithmetique;premier,à valider,fr,arithmetique.csv
AR3E006,3e,arithmetique,divisibilité,calcul,QCM,1,30,Le nombre 100 est-il divisible par 4 ?,Oui,Non|Seulement par 2|Seulement par 5,,flash;arithmetique;divisibilite,à valider,fr,arithmetique.csv
AR3E007,3e,arithmetique,PGCD,calcul,QCM,2,40,Quel est le PGCD de 21 et 35 ?,7,3|5|14,,flash;arithmetique;pgcd,à valider,fr,arithmetique.csv
AR3E009,3e,arithmetique,premiers,calcul,QCM,2,35,Le nombre 51 est-il premier ?,Non,Oui|Seulement divisible par 3|Seulement divisible par 17,,flash;arithmetique;premier,à valider,fr,arithmetique.csv
AR3E010,3e,arithmetique,divisibilité,calcul,QCM,1,30,Le nombre 64 est-il divisible par 8 ?,Oui,Non|Seulement par 2|Seulement par 4,,flash;arithmetique;divisibilite,à valider,fr,arithmetique.csv
AR3E011,3e,arithmetique,PGCD,calcul,QCM,2,40,Quel est le PGCD de 32 et 48 ?,16,8|24|32,,flash;arithmetique;pgcd,à valider,fr,arithmetique.csv
AR3E013,3e,arithmetique,premiers,calcul,QCM,2,35,Le nombre 29 est-il premier ?,Oui,Non|Seulement divisible par 2|Seulement divisible par 5,,flash;arithmetique;premier,à valider,fr,arithmetique.csv
AR3E014,3e,arithmetique,divisibilité,calcul,QCM,1,30,Le nombre 81 est-il divisible par 9 ?,Oui,Non|Seulement par 3|Seulement par 27,,flash;arithmetique;divisibilite,à valider,fr,arithmetique.csv
AR3E015,3e,arithmetique,PGCD,calcul,QCM,2,40,Quel est le PGCD de 45 et 60 ?,15,5|10|20,,flash;arithmetique;pgcd,à valider,fr,arithmetique.csv
AI3E001,3e,aires,carre,calcul,QCM,1,30,Calculer l'aire d'un carré de côté 6 cm.,36 cm^2,12 cm^2|24 cm^2|18 cm^2,,flash;aires;carre,à valider,fr,aires.csv
AI3E002,3e,aires,rectangle,calcul,QCM,1,30,Calculer l'aire d'un rectangle de longueur 8 cm et largeur 5 cm.,40 cm^2,13 cm^2|20 cm^2|32 cm^2,,flash;aires;rectangle,à valider,fr,aires.csv
AI3E003,3e,aires,triangle,calcul,QCM,2,40,Calculer l'aire d'un triangle de base 10 cm et hauteur 6 cm.,30 cm^2,60 cm^2|16 cm^2|36 cm^2,,flash;aires;triangle,à valider,fr,aires.csv
AI3E004,3e,aires,disque,calcul,QCM,2,40,"Calculer l'aire d'un disque de rayon 4 cm. ($\pi \approx 3,14$)","50,24 cm^2","25,12 cm^2|12,56 cm^2|100,48 cm^2",,flash;aires;disque,à valider,fr,aires.csv
AI3E005,3e,aires,parallelogramme,calcul,QCM,2,40,Calculer l'aire d'un parallélogramme de base 7 cm et hauteur 5 cm.,35 cm^2,12 cm^2|21 cm^2|28 cm^2,,flash;aires;parallelogramme,à valider,fr,aires.csv
AI3E006,3e,aires,trapeze,calcul,QCM,2,40,"Calculer l'aire d'un trapèze de bases 8 cm et 4 cm, hauteur 5 cm.",30 cm^2,20 cm^2|25 cm^2|40 cm^2,,flash;aires;trapeze,à valider,fr,aires.csv
AI3E007,3e,aires,carre,calcul,QCM,1,30,Un carré a une aire de 49 cm^2. Quelle est la longueur de son côté ?,7 cm,"14 cm|21 cm|3,5 cm",,flash;aires;carre,à valider,fr,aires.csv
AI3E008,3e,aires,rectangle,calcul,QCM,1,30,Un rectangle a une aire de 54 cm^2 et une largeur de 6 cm. Quelle est sa longueur ?,9 cm,6 cm|12 cm|18 cm,,flash;aires;rectangle,à valider,fr,aires.csv
AI3E009,3e,aires,triangle,calcul,QCM,2,40,Un triangle a une aire de 24 cm^2 et une base de 8 cm. Quelle est sa hauteur ?,6 cm,3 cm|8 cm|12 cm,,flash;aires;triangle,à valider,fr,aires.csv
AI3E010,3e,aires,disque,calcul,QCM,2,40,"Un disque a une aire de 28,26 cm^2. Quel est son rayon ? ($\pi \approx 3,14$)",3 cm,6 cm|9 cm|12 cm,,flash;aires;disque,à valider,fr,aires.csv
AI3E011,3e,aires,parallelogramme,calcul,QCM,2,40,Un parallélogramme a une aire de 48 cm^2 et une base de 8 cm. Quelle est sa hauteur ?,6 cm,8 cm|12 cm|4 cm,,flash;aires;parallelogramme,à valider,fr,aires.csv
AI3E012,3e,aires,trapeze,calcul,QCM,2,40,"Un trapèze a une aire de 35 cm^2, bases 10 cm et 4 cm. Quelle est sa hauteur ?","3,5 cm",7 cm|5 cm|2 cm,,flash;aires;trapeze,à valider,fr,aires.csv
AI3E013,3e,aires,carre,calcul,QCM,1,30,Calculer l'aire d'un carré de côté 9 cm.,81 cm^2,27 cm^2|63 cm^2|36 cm^2,,flash;aires;carre,à valider,fr,aires.csv
AI3E014,3e,aires,rectangle,calcul,QCM,1,30,Calculer l'aire d'un rectangle de longueur 12 cm et largeur 7 cm.,84 cm^2,19 cm^2|24 cm^2|72 cm^2,,flash;aires;rectangle,à valider,fr,aires.csv
AI3E015,3e,aires,triangle,calcul,QCM,2,40,Calculer l'aire d'un triangle de base 15 cm et hauteur 8 cm.,60 cm^2,30 cm^2|45 cm^2|80 cm^2,,flash;aires;triangle,à valider,fr,aires.csv
AI3E016,3e,aires,disque,calcul,QCM,2,40,"Calculer l'aire d'un disque de rayon 6 cm. ($\pi \approx 3,14$)","113,04 cm^2","56,52 cm^2|75,36 cm^2|150,72 cm^2",,flash;aires;disque,à valider,fr,aires.csv
AI3E017,3e,aires,parallelogramme,calcul,QCM,2,40,Calculer l'aire d'un parallélogramme de base 9 cm et hauteur 7 cm.,63 cm^2,21 cm^2|36 cm^2|49 cm^2,,flash;aires;parallelogramme,à valider,fr,aires.csv
AI3E018,3e,aires,trapeze,calcul,QCM,2,40,"Calculer l'aire d'un trapèze de bases 12 cm et 6 cm, hauteur 5 cm.",45 cm^2,30 cm^2|36 cm^2|60 cm^2,,flash;aires;trapeze,à valider,fr,aires.csv
AI3E019,3e,aires,carre,calcul,QCM,1,30,Un carré a une aire de 64 cm^2. Quelle est la longueur de son côté ?,8 cm,16 cm|32 cm|4 cm,,flash;aires;carre,à valider,fr,aires.csv
AI3E020,3e,aires,rectangle,calcul,QCM,1,30,Un rectangle a une aire de 96 cm^2 et une largeur de 8 cm. Quelle est sa longueur ?,12 cm,8 cm|16 cm|24 cm,,flash;aires;rectangle,à valider,fr,aires.csv
